TAP_025,,TAP_05,
X,Y,X,Y
2.5357142857142847,0.7527457404980342,2.5714285714285694,0.7793446920052426
2.7857142857142847,0.7499475753604194,2.821428571428571,0.7792988204456095
3.071428571428571,0.7462254259501967,3.107142857142856,0.779246395806029
3.357142857142856,0.7425032765399739,3.3928571428571406,0.7782765399737879
3.678571428571427,0.737857142857143,3.7499999999999982,0.7782110091743121
4,0.7350458715596331,4.035714285714285,0.7772411533420709
4.2142857142857135,0.732254259501966,4.321428571428571,0.7762712975098297
4.4642857142857135,0.7294560943643513,4.642857142857141,0.775294888597641
4.7142857142857135,0.7266579292267368,4.999999999999998,0.7752293577981653
4.9642857142857135,0.725694626474443,5.2857142857142865,0.7742595019659241
5.2142857142857135,0.7228964613368284,5.607142857142854,0.7742005242463958
5.5,0.7200917431192662,5.928571428571427,0.7732241153342072
5.785714285714285,0.719121887287025,6.214285714285715,0.7731716906946267
6.071428571428569,0.7163171690694627,6.499999999999998,0.7712844036697248
6.357142857142858,0.7153473132372216,6.749999999999998,0.7721559633027524
6.607142857142856,0.7125491480996069,7.071428571428571,0.7711795543905637
6.892857142857141,0.7115792922673657,7.428571428571427,0.7701965923984273
7.178571428571427,0.709692005242464,7.75,0.7701376146788992
7.428571428571427,0.70781127129751,8.07142857142857,0.7691612057667105
7.75,0.7059174311926606,8.357142857142858,0.7691087811271299
8.035714285714285,0.704030144167759,8.67857142857143,0.7690498034076017
8.357142857142858,0.7021363040629096,8.964285714285715,0.7689973787680211
8.714285714285715,0.7002359108781129,9.357142857142854,0.7680078636959372
9.142857142857142,0.6983224115334208,9.678571428571427,0.7688663171690695
9.535714285714285,0.6964154652686764,10.035714285714285,0.7678833551769333
9.964285714285712,0.6954193971166449,10.357142857142858,0.7669069462647445
10.392857142857142,0.6925884665792923,10.642857142857142,0.7668545216251639
10.75,0.6925229357798166,10.92857142857143,0.7677195281782438
11.071428571428573,0.6906290956749674,11.214285714285712,0.7667496723460028
11.392857142857142,0.6896526867627787,11.428571428571427,0.7667103538663173
11.714285714285712,0.6886762778505899,11.714285714285712,0.7666579292267367
11.892857142857142,0.6877260812581915,11.892857142857142,0.7666251638269987
